show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s8709,Movie,We're No Animals,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","United States, Argentina","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",s_2063,"Dramas, Comedies, Independent Movies",
s6874,TV Show,Gonul,Neslihan Yesilyurt,"Gökçe Bahadır, Engin Öztürk, Onur Saylak",2015,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",Turkey,"A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.",s_2064,"TV Thrillers, TV Dramas, International TV Shows",
s5453,Movie,Lens,Jayaprakash Radhakrishnan,"Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal",2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies",India,"Addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide.",s_2065,"Dramas, International Movies, Independent Movies",
s6107,Movie,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",2015,TV-14,127 min,"Dramas, Independent Movies, International Movies",India,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",s_2066,"Dramas, International Movies, Independent Movies",
80027159,TV Show,iZombie,"Diane Ruggiero-Wright, Rob Thomas","Rose McIver, Malcolm Goodwin, Rahul Kohli",2015,TV-MA,5 Seasons,"TV Dramas ,TV Mysteries ,TV Comedies ,TV Horror ,TV Shows Based on Comics",United States,A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,s_2067,"TV Comedies, TV Mysteries, TV Shows Based on Comics, TV Dramas, TV Horror",
80061132,TV Show,Superstore,Justin Spitzer,"America Ferrera, Ben Feldman, Mark McKinney",2015,TV-14,6 Seasons,"Sitcoms ,TV Comedies ",United States,"At a big-box megastore in St. Louis, a group of employees with larger-than-life personalities put up with customers, day-to-day duties and each other.",s_2068,"TV Comedies, Sitcoms",
s1864,Movie,Hunterrr,Harshavardhan Kulkarni,"Gulshan Devaiah, Radhika Apte, Sai Tamhankar, Veera Saxena, Sagar Deshmukh",2015,TV-MA,140 min,"Comedies, International Movies, Romantic Movies",India,A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.,s_2069,"Comedies, Romantic Movies, International Movies",
s6375,Movie,Breaking Free,Sridhar Rangayan,Sridhar Rangayan,2015,TV-MA,81 min,"Documentaries, International Movies, LGBTQ Movies",India,One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.,s_2070,"LGBTQ Movies, International Movies, Documentaries",
80049723,TV Show,Ballers,Stephen Levinson,"Dwayne Johnson, Rob Corddry, Omar Benson Miller",2015,TV-MA,5 Seasons,"TV Dramas ,TV Comedies ",United States,A retired NFL star tries to kick-start his financial management career by signing other players as clients — with big personalities and problems in tow.,s_2071,"TV Comedies, TV Dramas",2
s8762,Movie,Wrong No.,Yasir Nawaz,"Javed Sheikh, Danish Taimoor, Janita Asma, Nayyar Ejaz, Qavi Khan, Shafqat Cheema, Sohai Ali Abro, Nadeem Jafri",2015,TV-14,133 min,"Comedies, International Movies, Romantic Movies",Pakistan,Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones.,s_2072,"Comedies, Romantic Movies, International Movies",
s6455,Movie,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi",2015,TV-14,116 min,"Dramas, Independent Movies, International Movies","India, France",Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.,s_2073,"Dramas, International Movies, Independent Movies",
s8496,Movie,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",2015,R,90 min,"Dramas, Independent Movies",United States,A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,s_2074,"Dramas, Independent Movies",
s8202,Movie,The Bad Education Movie,Elliot Hegarty,"Jack Whitehall, Joanna Scanlan, Iain Glen, Ethan Lawrence, Layton Williams, Kae Alexander, Weruche Opia, Nikki Runeckles, Charlie Wernham, Jack Binstead",2015,TV-MA,87 min,Comedies,United Kingdom,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –
 and probably will.",s_2075,Comedies,
s5204,Movie,The Hateful Eight,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Channing Tatum, Zoë Bell",2015,R,168 min,"Action & Adventure, Thrillers",United States,"Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",s_2076,"Action & Adventure, Thrillers",
s8700,Movie,Warehoused,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez",2015,TV-14,92 min,"Comedies, Dramas, International Movies",Mexico,A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,s_2077,"Dramas, Comedies, International Movies",
s8704,Movie,We Are Your Friends,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams",2015,R,96 min,"Dramas, Independent Movies, Music & Musicals","United Kingdom, France, United States",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,s_2078,"Dramas, Music & Musicals, Independent Movies",
80017537,TV Show,Grace and Frankie,"Marta Kauffman, Howard J. Morris","Jane Fonda, Lily Tomlin, Martin Sheen",2015,TV-14,7 Seasons,"Sitcoms ,TV Dramas ,TV Comedies ",United States,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",s_2079,"TV Comedies, Sitcoms, TV Dramas",3
s8180,Movie,The Adderall Diaries,Pamela Romanowsky,"James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre",2015,R,87 min,"Dramas, Thrillers",United States,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,s_2080,"Dramas, Thrillers",
s6625,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","Carmen Argenziano, Horatio Sanz, Luis Guzman, Vera Cherny, Lorena McGregor, Reinaldo Zavarce, Jacquie Barnbrook, Anthony Skordi, Lin Shaye, James Franco",2015,TV-14,83 min,"Comedies, Independent Movies",United States,"In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",s_2081,"Comedies, Independent Movies",
s8173,TV Show,Th Eena Meena Deeka Chase Comedy Show,Dheeraj Berry,"Sanjay Keni, Priya Raina",2015,TV-Y7,1 Season,"Kids' TV, TV Comedies",India,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.",s_2082,"Kids' TV, TV Comedies",
s6085,Movie,Across The Line,Julien Christian Lutz,"Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson",2015,TV-MA,88 min,"Dramas, Sports Movies",Canada,"A black high school student sets his sights for the National Hockey League, but rising racial tensions in his community may jeopardize his goals.",s_2083,"Dramas, Sports Movies",
s6083,Movie,Abzurdah,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",2015,TV-MA,90 min,"Dramas, International Movies",Argentina,A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.,s_2084,"Dramas, International Movies",
s818,Movie,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",2015,PG-13,104 min,"Comedies, Dramas, Independent Movies",United States,"Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs.",s_2085,"Dramas, Comedies, Independent Movies",
s8195,Movie,The Apostate,Federico Veiroj,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos",2015,TV-MA,80 min,"Comedies, Dramas, International Movies","Spain, France, Uruguay",A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,s_2086,"Dramas, Comedies, International Movies",
s8509,Movie,The Similars,Isaac Ezban,"Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, Santiago Torres, María Elena Olivares, Catalina Salas, Luis Alberti, Alberto Estrella, Pablo Guisa Koestinger",2015,NR,90 min,"Horror Movies, Independent Movies, International Movies",Mexico,"Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered.",s_2087,"International Movies, Horror Movies, Independent Movies",
s1212,Movie,Mucize,Mahsun Kırmızıgül,"Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",2015,TV-14,136 min,"Dramas, International Movies",Turkey,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all.",s_2088,"Dramas, International Movies",
s4282,Movie,Lang Tong,Sam Loh,"William Lawandi, Angeline Yap, Vivienne Tseng, Esther Goh, Alan Tan",2015,TV-MA,82 min,"International Movies, Thrillers",Singapore,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.",s_2089,"International Movies, Thrillers",
s4423,Movie,ABCD 2,Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal",2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",India,"After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship.",s_2090,"Dramas, International Movies, Music & Musicals",
s6562,Movie,Danny Says,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner",2015,TV-MA,103 min,"Documentaries, Music & Musicals",United States,"This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons.",s_2091,"Documentaries, Music & Musicals",
s8807,Movie,Zubaan,Mozez Singh,"Vicky Kaushal, Sarah-Jane Dias, Raaghav Chanana, Manish Chaudhary, Meghna Malik, Malkeet Rauni, Anita Shabdish, Chittaranjan Tripathy",2015,TV-14,111 min,"Dramas, International Movies, Music & Musicals",India,"A scrappy but poor boy worms his way into a tycoon's dysfunctional family, while facing his fear of music and the truth about his past.",s_2092,"Dramas, International Movies, Music & Musicals",
s6315,Movie,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav","Nina Kulkarni, Suhas Palshikar, Kushal Badrike, Spruha Joshi, Mangesh Desai, Smita Tambe, Veena Jamkar, Sandeep Khare",2015,TV-14,131 min,"Dramas, International Movies, LGBTQ Movies",India,"Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.",s_2093,"Dramas, International Movies, LGBTQ Movies",
s4702,Movie,For Here or to Go?,Rucha Humnabadkar,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson",2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies","United States, India",A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.,s_2094,"Dramas, Comedies, Independent Movies",
s6555,Movie,Dagh Ujala,Raj Amit Kumar,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti",2015,TV-MA,103 min,"Dramas, Independent Movies, International Movies","United States, India",A lesbian daughter fights off an arranged marriage in India while an Islamic fundamentalist targets an anti-extremist Muslim scholar in New York.,s_2095,"Dramas, International Movies, Independent Movies",
s6553,Movie,Daemonium,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú",2015,NR,115 min,"Action & Adventure, Horror Movies, International Movies",Argentina,"In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell.",s_2096,"Action & Adventure, International Movies, Horror Movies",
s8802,Movie,Zinzana,Majid Al Ansari,"Ali Suliman, Saleh Bakri, Yasa, Ali Al-Jabri, Mansoor Alfeeli, Ahd",2015,TV-MA,96 min,"Dramas, International Movies, Thrillers","United Arab Emirates, Jordan","Recovering alcoholic Talal wakes up inside a small-town police station cell, where he's subject to the mind games of a psychotic sadist.",s_2097,"Dramas, International Movies, Thrillers",
80036416,TV Show,Good Witch,Craig Pryce,"Catherine Bell, Bailee Madison, Rhys Matthew Bond",2015,TV-14,5 Seasons,"TV Dramas ,Fantasy TV Shows",United States,"Raising her daughter in the small town of Middleton, an enchanting widow with magical powers provokes the interest and exasperation of a big-city doctor.",s_2098,"Fantasy TV Shows, TV Dramas",
s6182,Movie,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren",2015,PG,107 min,"Action & Adventure, Comedies, International Movies","France, Canada, Belgium","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",s_2099,"Action & Adventure, Comedies, International Movies",
s6687,Movie,Elstree 1976,Jon Spira,"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",2015,TV-PG,102 min,Documentaries,United Kingdom,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",s_2100,Documentaries,
s6548,Movie,Dabbe 6: The Return,Hasan Karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen",2015,TV-MA,153 min,"Horror Movies, International Movies",Turkey,"A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",s_2101,"International Movies, Horror Movies",
s6547,Movie,Daagdi Chaawl,Chandrakant Kanse,"Ankush Chaudhari, Makrand Deshpande, Pooja Sawant, Sanjay Khapre, Yatin Karyekar, Kamlesh Sawant, Sandeep Gaikwad, Digvijay Rohidas",2015,TV-14,118 min,"Action & Adventure, Dramas, International Movies",India,A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.,s_2102,"Action & Adventure, International Movies, Dramas",
s6331,Movie,Blackway,Daniel Alfredson,"Anthony Hopkins, Julia Stiles, Alexander Ludwig, Ray Liotta, Hal Holbrook, Lochlyn Munro, Steve Bacic, Aaron Pearl, Aleks Paunovic",2015,PG-13,90 min,Thrillers,United States,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker.",s_2103,Thrillers,
s8600,TV Show,Toast of London,Michael Cumming,"Matt Berry, Robert Bathurst, Doon Mackichan, Shazad Latif, Tim Downie, Harry Peacock, Tracy Ann Oberman",2015,TV-MA,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",United Kingdom,"After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs.",s_2104,"Classic TV Shows, TV Comedies, British TV Shows",
s8368,Movie,The Invitation,Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",2015,TV-MA,100 min,"Horror Movies, Independent Movies, Thrillers",United States,"A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",s_2105,"Thrillers, Horror Movies, Independent Movies",2
s4598,Movie,Phantom,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith",2015,TV-14,129 min,"Action & Adventure, International Movies",India,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.,s_2106,"Action & Adventure, International Movies",
s8611,Movie,Tracers,Daniel Benmayor,"Luciano Acuna Jr., Adam Rayner, Marie Avgeropoulos, Rafi Gavron, Taylor Lautner, Sam Medina, Amirah Vann, Johnny M. Wu, Josh Yadon, Christian Steel",2015,PG-13,94 min,Action & Adventure,United States,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",s_2107,Action & Adventure,
s6238,Movie,Barbie in Rock 'N Royals,Karen J. Lloyd,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",2015,TV-Y,83 min,Children & Family Movies,United States,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",s_2108,Children & Family Movies,
80028732,TV Show,F is for Family,"Bill Burr, Michael Price","Bill Burr, Laura Dern, Justin Long",2015,TV-MA,5 Seasons,"Adult Animation ,Sitcoms ,TV Comedies ",United States,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",s_2109,"TV Comedies, Sitcoms, Adult Animation",
s4603,Movie,Saadey CM Saab,Vipin Parashar,"Harbhajan Mann, Kashish Singh, Gurpreet Guggi, Rahul Singh, Dev Gill, Inder Bajwa",2015,TV-PG,131 min,"Comedies, Dramas, International Movies",India,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.,s_2110,"Dramas, Comedies, International Movies",
s5261,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies","France, Morocco",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,s_2111,"Dramas, International Movies, Independent Movies",
s5125,Movie,Seoul Searching,Benson Lee,"In-pyo Cha, Justin Chon, Jessika Van, Esteban Ahn, Teo Yoo, Rosalina Leigh, Kang Byul, Crystal Kay, Dante Han, Sue Son, Albert Kong, Byeol Kang, David Lee McInnis, Seung-hyeon Han, Nathalia Ramos, Seong-guk Choi, Ji-a Park",2015,TV-MA,109 min,"Comedies, Dramas, International Movies","South Korea, China, United States",Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.,s_2112,"Dramas, Comedies, International Movies",
s8551,Movie,The Walls of the Moon,"Ossama Abu El Atta, Tarek Al Eryan","Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",2015,TV-14,98 min,"Action & Adventure, Dramas, International Movies",Egypt,"After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",s_2113,"Action & Adventure, International Movies, Dramas",
s6703,Movie,Equals,Drake Doremus,"Nicholas Hoult, Kristen Stewart, Jacki Weaver, Guy Pearce, Rebecca Hazlewood, Scott Lawrence, Kai Lennox, Rizwan Manji",2015,PG-13,102 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","United States, Indonesia",Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,s_2114,"Dramas, Romantic Movies, Sci-Fi & Fantasy",
s6166,Movie,Angry Indian Goddesses,Pan Nalin,"Amrit Maghera, Rajshri Deshpande, Pavleen Gujral, Anushka Manchanda, Sandhya Mridul, Sarah-Jane Dias, Tannishtha Chatterjee, Adil Hussain, Arjun Mathur, Anuj Choudhry",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies","India, Germany","A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them.",s_2115,"Dramas, International Movies, Independent Movies",
s6609,Movie,Diary of a Chambermaid,Benoît Jacquot,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond",2015,NR,96 min,"Dramas, International Movies","France, Belgium","An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her.",s_2116,"Dramas, International Movies",
s6163,Movie,Anesthesia,Tim Blake Nelson,"Sam Waterston, Tim Blake Nelson, Jessica Hecht, Kristen Stewart, Corey Stoll, K. Todd Freeman, Glenn Close, Gretchen Mol, Michael Kenneth Williams, Gloria Reuben, Mickey Sumner, Yul Vazquez, Hannah Marks, Ben Konigsberg",2015,R,90 min,"Dramas, Independent Movies",United States,"After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds.",s_2117,"Dramas, Independent Movies",
s8559,Movie,The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry",2015,R,92 min,"Horror Movies, Independent Movies","United Kingdom, Canada, United States","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",s_2118,"Horror Movies, Independent Movies",
s8328,Movie,The Gospel of Luke,David Batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala",2015,TV-14,205 min,"Dramas, Faith & Spirituality","United States, United Kingdom, Morocco",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,s_2119,"Dramas, Faith & Spirituality",
80021955,TV Show,Better Call Saul,"Vince Gilligan, Peter Gould","Bob Odenkirk, Jonathan Banks, Rhea Seehorn",2015,TV-MA,6 Seasons,"TV Dramas ,Crime TV Shows ",United States,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",s_2120,"TV Dramas, Crime TV Shows",4
s6257,Movie,Be Here Now,Lilibet Foster,Andy Whitfield,2015,TV-MA,110 min,Documentaries,"United States, Australia","Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand.""",s_2121,Documentaries,
s6183,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",2015,TV-14,79 min,"Dramas, Independent Movies",United States,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",s_2122,"Dramas, Independent Movies",
s8549,Movie,The Vatican Tapes,Mark Neveldine,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar",2015,PG-13,91 min,"Horror Movies, Thrillers",United States,A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,s_2123,"Thrillers, Horror Movies",
s4615,Movie,What the Jatt!!,Saket Behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi",2015,TV-PG,140 min,"Comedies, International Movies, Romantic Movies",India,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",s_2124,"Comedies, Romantic Movies, International Movies",
s6279,Movie,Being AP,Anthony Wonke,Tony McCoy,2015,TV-14,99 min,"Documentaries, International Movies, Sports Movies",United Kingdom,"With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.",s_2125,"Sports Movies, International Movies, Documentaries",
s6576,Movie,De Palma,"Noah Baumbach, Jake Paltrow",Brian De Palma,2015,R,110 min,Documentaries,United States,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",s_2126,Documentaries,
80007945,TV Show,Chef's Table,David Gelb,David Gelb,2015,TV-14,6 Seasons,"Food & Travel TV ,Docuseries ",United States,"In this Emmy-nominated series, meet culinary stars around the world who are redefining gourmet food with innovative dishes and tantalizing desserts.",s_2127,"Food & Wine, Docuseries",
80025172,TV Show,Narcos,"Chris Brancato, Carlo Bernard, Doug Miro","Wagner Moura, Pedro Pascal, Boyd Holbrook",2015,TV-MA,3 Seasons,"TV Dramas ,TV Action & Adventure ,Crime TV Shows ,TV Thrillers ,TV Shows Based on Real Life",United States,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,s_2128,"TV Thrillers, Real Life, TV Dramas, TV Action & Adventure, Crime TV Shows",
s6245,Movie,Barely Lethal,Kyle Newman,"Hailee Steinfeld, Jessica Alba, Samuel L. Jackson, Sophie Turner, Dove Cameron, Toby Sebastian, Gabriel Basso, Thomas Mann, Rachael Harris, Dan Fogler, Steve-O, Rob Huebel, Finesse Mitchell, Jaime King",2015,PG-13,99 min,"Action & Adventure, Comedies",United States,A girl raised to be a government assassin just wants to be a normal teen – so she runs away and pretends to be a high school exchange student.,s_2129,"Action & Adventure, Comedies",
s8579,Movie,Thithi,Raam Reddy,"Thammegowda S., Channegowda, Abhishek H.N., Pooja, Singri Gowda",2015,TV-MA,123 min,"Dramas, Independent Movies, International Movies","India, United States","In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.",s_2130,"Dramas, International Movies, Independent Movies",
